invoiceid,custID,prodID,cal_day,cal_month,cal_quarter,cal_year,fiscal_quarter,fiscal_year,qty,amt,discounted
22327,9,26,5,1,1,5,3,4,102,28816.02,0
22359,5,26,17,4,2,6,4,5,33,9322.83,0
22366,15,26,5,10,4,9,2,9,28,7910.28,0
22525,4,26,31,5,2,6,1,6,159,44919.09,0
22573,24,26,7,6,2,6,1,6,108,30511.08,0
22666,8,26,23,7,3,9,1,9,74,20905.74,0
22683,39,26,19,12,4,6,3,6,38,10735.38,0
22686,2,26,31,5,2,8,1,8,100,28251.0,0
22714,23,26,15,11,4,8,3,8,27,7627.77,0
22730,21,26,25,4,2,8,4,7,11,3107.61,0
22759,1,26,4,3,1,8,4,7,66,18645.66,0
22783,31,26,27,5,2,6,1,6,67,18928.17,0
22787,28,26,12,8,3,6,2,6,57,16103.07,0
22796,17,26,9,5,2,10,1,10,146,41246.46,0
22818,23,26,5,4,2,7,4,6,39,11017.89,0
22902,20,26,23,9,3,7,2,7,106,29946.06,0
22922,3,26,28,12,4,9,3,9,155,43789.05,0
23019,30,26,9,6,2,7,1,7,69,19493.19,0
23044,34,26,6,9,3,5,2,5,182,51416.82,0
23070,20,26,2,6,2,10,1,10,119,33618.69,0
23106,14,26,18,11,4,6,3,6,180,50851.8,0
23108,34,26,21,12,4,7,3,7,173,48874.23,0
23274,20,26,10,3,1,5,4,4,173,48874.23,0
23311,2,26,28,2,1,6,4,5,135,38138.85,0
23486,30,26,28,10,4,10,2,10,163,46049.13,0
23562,36,26,4,11,4,10,3,10,76,21470.76,0
23663,16,26,19,4,2,6,4,5,87,24578.37,0
23685,26,26,7,4,2,9,4,8,165,46614.15,0
23690,17,26,11,8,3,6,2,6,176,49721.76,0
23728,9,26,26,10,4,5,2,5,77,21753.27,0
23822,10,26,4,3,1,7,4,6,128,36161.28,0
23825,2,26,23,5,2,6,1,6,134,37856.34,0
23836,25,26,12,5,2,9,1,9,176,49721.76,0
23889,18,26,13,12,4,5,3,5,197,55654.47,0
23895,30,26,27,2,1,8,4,7,179,50569.29,0
23929,20,26,1,2,1,7,4,6,98,27685.98,0
23938,20,26,6,4,2,6,4,5,70,19775.7,0
23940,13,26,3,12,4,7,3,7,91,25708.41,0
24068,22,26,25,6,2,10,1,10,120,33901.2,0
24102,35,26,6,9,3,10,2,10,188,53111.88,0
24105,6,26,11,9,3,5,2,5,46,12995.46,0
24171,9,26,4,1,1,10,3,9,60,16950.6,0
24208,8,26,21,12,4,6,3,6,180,50851.8,0
24280,6,26,6,12,4,5,3,5,94,26555.94,0
24337,13,26,11,12,4,7,3,7,167,47179.17,0
24365,38,26,20,4,2,9,4,8,127,35878.77,0
24370,37,26,30,8,3,10,2,10,141,39833.91,0
24457,19,26,25,7,3,9,1,9,161,45484.11,0
24646,8,26,4,6,2,5,1,5,155,43789.05,0
24670,18,26,4,9,3,9,2,9,185,52264.35,0
24769,16,26,24,3,1,7,4,6,143,40398.93,0
24775,3,26,24,3,1,8,4,7,56,15820.56,0
24911,34,26,20,7,3,7,1,7,169,47744.19,0
24936,20,26,11,6,2,5,1,5,79,22318.29,0
25030,21,26,5,1,1,7,3,6,71,20058.21,0
25047,27,26,4,8,3,8,2,8,124,35031.24,0
25074,22,26,23,12,4,7,3,7,17,4802.67,0
25166,28,26,28,11,4,6,3,6,164,46331.64,0
25198,9,26,7,7,3,5,1,5,162,45766.62,0
25267,30,26,4,8,3,9,2,9,12,3390.12,0
25284,25,26,26,1,1,5,3,4,23,6497.73,0
25374,39,26,29,12,4,6,3,6,32,9040.32,0
25380,15,26,7,7,3,9,1,9,112,31641.12,0
25397,14,26,10,1,1,7,3,6,12,3390.12,0
25495,32,26,24,11,4,8,3,8,150,42376.5,0
25574,15,26,28,2,1,6,4,5,187,52829.37,0
25584,12,26,22,3,1,10,4,9,93,26273.43,0
25607,1,26,5,7,3,5,1,5,11,3107.61,0
25618,12,26,30,3,1,10,4,9,85,24013.35,0
25639,30,26,20,12,4,8,3,8,110,31076.1,0
25695,19,26,15,11,4,6,3,6,67,18928.17,0
25726,11,26,20,4,2,10,4,9,40,11300.4,0
25817,38,26,2,7,3,10,1,10,30,8475.3,0
25857,1,26,3,10,4,9,2,9,42,11865.42,0
25894,1,26,15,10,4,7,2,7,21,5932.71,0
25966,28,26,8,6,2,7,1,7,107,30228.57,0
26071,6,26,21,10,4,10,2,10,91,25708.41,0
26074,18,26,10,10,4,5,2,5,182,51416.82,0
26207,13,26,6,12,4,10,3,10,78,22035.78,0
26208,31,26,19,11,4,6,3,6,104,29381.04,0
26221,13,26,28,12,4,5,3,5,112,31641.12,0
26223,13,26,28,12,4,7,3,7,43,12147.93,0
26257,8,26,29,7,3,9,1,9,176,49721.76,0
26281,2,26,6,7,3,9,1,9,27,7627.77,0
26375,20,26,23,10,4,9,2,9,188,53111.88,0
26432,18,26,25,3,1,9,4,8,134,37856.34,0
26454,27,26,6,5,2,10,1,10,190,53676.9,0
26540,15,26,31,1,1,6,3,5,49,13842.99,0
26660,9,26,14,4,2,8,4,7,13,3672.63,0
26662,25,26,3,5,2,10,1,10,82,23165.82,0
26716,25,26,13,3,1,6,4,5,169,47744.19,0
26720,39,26,22,8,3,6,2,6,33,9322.83,0
26731,28,26,24,2,1,10,4,9,118,33336.18,0
26753,27,26,27,5,2,10,1,10,71,20058.21,0
26769,14,26,3,8,3,10,2,10,146,41246.46,0
26826,17,26,2,11,4,6,3,6,120,33901.2,0
26902,18,26,8,5,2,10,1,10,88,24860.88,0
26968,27,26,27,9,3,7,2,7,74,20905.74,0
27177,39,26,11,8,3,7,2,7,179,50569.29,0
27302,5,26,26,9,3,9,2,9,19,5367.69,0
27358,39,26,11,4,2,7,4,6,60,16950.6,0
27446,32,26,28,8,3,9,2,9,160,45201.6,0
27469,6,26,7,11,4,7,3,7,49,13842.99,0
27536,30,26,27,9,3,8,2,8,82,23165.82,0
27634,27,26,30,10,4,8,2,8,54,15255.54,0
27719,28,26,16,3,1,9,4,8,186,52546.86,0
27794,10,26,3,3,1,6,4,5,48,13560.48,0
27856,15,26,9,7,3,10,1,10,197,55654.47,0
28003,38,26,3,8,3,6,2,6,115,32488.65,0
28082,38,26,15,4,2,7,4,6,81,22883.31,0
28103,14,26,6,7,3,10,1,10,47,13277.97,0
28124,5,26,24,2,1,10,4,9,94,26555.94,0
28136,9,26,2,9,3,5,2,5,69,19493.19,0
28151,31,26,12,8,3,7,2,7,137,38703.87,0
28259,8,26,24,10,4,7,2,7,149,42093.99,0
28331,38,26,20,7,3,5,1,5,65,18363.15,0
28409,24,26,10,2,1,5,4,4,176,49721.76,0
28469,39,26,22,3,1,7,4,6,118,33336.18,0
28492,5,26,25,1,1,10,3,9,58,16385.58,0
28508,27,26,15,8,3,10,2,10,175,49439.25,0
28594,38,26,30,12,4,9,3,9,172,48591.72,0
28627,8,26,13,4,2,9,4,8,118,33336.18,0
28645,14,26,21,3,1,6,4,5,38,10735.38,0
28653,33,26,4,9,3,5,2,5,148,41811.48,0
28783,19,26,21,5,2,6,1,6,66,18645.66,0
28808,20,26,28,9,3,10,2,10,183,51699.33,0
28825,39,26,2,12,4,9,3,9,171,48309.21,0
29053,26,26,19,11,4,6,3,6,14,3955.14,0
29059,21,26,20,3,1,8,4,7,180,50851.8,0
29101,24,26,4,12,4,8,3,8,64,18080.64,0
29144,29,26,22,7,3,8,1,8,181,51134.31,0
29172,35,26,4,6,2,8,1,8,45,12712.95,0
29212,26,26,10,12,4,9,3,9,36,10170.36,0
29229,14,26,19,9,3,10,2,10,21,5932.71,0
29303,2,26,3,9,3,9,2,9,161,45484.11,0
29316,30,26,23,11,4,8,3,8,165,46614.15,0
29370,35,26,29,4,2,10,4,9,180,50851.8,0
29417,9,26,22,4,2,5,4,4,53,14973.03,0
29574,11,26,30,3,1,9,4,8,80,22600.8,0
29744,1,26,20,1,1,6,3,5,18,5085.18,0
29814,30,26,5,5,2,9,1,9,26,7345.26,0
29816,35,26,13,3,1,7,4,6,50,14125.5,0
29828,9,26,10,1,1,5,3,4,164,46331.64,0
29967,17,26,13,2,1,5,4,4,188,53111.88,0
30112,1,26,16,12,4,9,3,9,53,14973.03,0
30121,28,26,2,9,3,7,2,7,123,34748.73,0
30171,16,26,8,8,3,5,2,5,138,38986.38,0
30219,36,26,7,7,3,5,1,5,173,48874.23,0
30323,19,26,6,10,4,8,2,8,84,23730.84,0
30336,37,26,20,3,1,5,4,4,96,27120.96,0
30375,35,26,7,8,3,6,2,6,69,19493.19,0
30399,39,26,7,8,3,9,2,9,119,33618.69,0
30453,5,26,23,4,2,10,4,9,130,36726.3,0
30491,11,26,2,8,3,8,2,8,182,51416.82,0
30492,14,26,11,12,4,8,3,8,31,8757.81,0
30511,26,26,4,6,2,5,1,5,106,29946.06,0
30535,27,26,26,8,3,6,2,6,56,15820.56,0
30549,37,26,27,5,2,9,1,9,81,22883.31,0
30560,28,26,27,6,2,7,1,7,26,7345.26,0
30582,7,26,4,12,4,10,3,10,175,49439.25,0
30653,9,26,3,11,4,6,3,6,37,10452.87,0
30654,9,26,3,11,4,7,3,7,22,6215.22,0
30673,12,26,26,1,1,10,3,9,104,29381.04,0
30710,28,26,8,9,3,7,2,7,82,23165.82,0
30712,2,26,28,8,3,7,2,7,71,20058.21,0
30760,22,26,18,10,4,6,2,6,37,10452.87,0
30790,4,26,30,10,4,7,2,7,62,17515.62,0
30803,4,26,15,9,3,9,2,9,99,27968.49,0
30891,1,26,13,5,2,6,1,6,52,14690.52,0
30894,1,26,13,5,2,9,1,9,45,12712.95,0
30900,38,26,23,3,1,8,4,7,31,8757.81,0
31004,28,26,25,7,3,10,1,10,23,6497.73,0
31009,25,26,30,8,3,5,2,5,102,28816.02,0
31026,16,26,25,8,3,10,2,10,154,43506.54,0
31045,40,26,31,10,4,5,2,5,25,7062.75,0
31198,19,26,30,6,2,9,1,9,163,46049.13,0
31288,5,26,17,1,1,6,3,5,157,44354.07,0
31369,36,26,20,5,2,5,1,5,142,40116.42,0
31396,15,26,13,9,3,10,2,10,12,3390.12,0
31466,21,26,25,4,2,6,4,5,168,47461.68,0
31513,32,26,18,4,2,7,4,6,108,30511.08,0
31549,16,26,2,1,1,8,3,7,148,41811.48,0
31553,39,26,14,6,2,5,1,5,125,35313.75,0
31963,11,26,23,7,3,6,1,6,128,36161.28,0
32087,30,26,14,5,2,10,1,10,24,6780.24,0
32224,35,26,7,11,4,8,3,8,111,31358.61,0
32266,8,26,20,4,2,6,4,5,101,24139.0,1
32288,22,26,4,10,4,8,2,8,65,18363.15,0
32442,18,26,13,11,4,5,3,5,150,42376.5,0
32448,20,26,8,2,1,9,4,8,196,55371.96,0
32471,35,26,10,1,1,8,3,7,195,55089.45,0
32484,21,26,2,6,2,8,1,8,191,53959.41,0
32547,27,26,15,10,4,6,2,6,196,55371.96,0
32687,33,26,15,8,3,10,2,10,159,44919.09,0
32737,26,26,30,12,4,7,3,7,102,28816.02,0
32782,14,26,28,8,3,6,2,6,187,52829.37,0
32804,40,26,5,7,3,5,1,5,133,37573.83,0
32818,4,26,27,12,4,8,3,8,134,37856.34,0
32876,10,26,28,7,3,10,1,10,175,49439.25,0
32943,18,26,2,2,1,9,4,8,86,24295.86,0
33012,5,26,27,3,1,10,4,9,47,13277.97,0
33034,7,26,22,3,1,10,4,9,96,27120.96,0
33059,40,26,4,7,3,5,1,5,84,23730.84,0
33071,5,26,4,2,1,5,4,4,122,34466.22,0
33076,13,26,1,12,4,5,3,5,67,18928.17,0
33103,21,26,8,2,1,7,4,6,198,55936.98,0
33134,8,26,24,12,4,8,3,8,26,7345.26,0
33284,33,26,2,1,1,9,3,8,13,3672.63,0
33431,34,26,8,7,3,8,1,8,165,46614.15,0
33503,21,26,27,5,2,8,1,8,113,31923.63,0
33517,33,26,27,4,2,10,4,9,84,23730.84,0
33782,25,26,29,6,2,8,1,8,148,41811.48,0
33932,3,26,29,10,4,9,2,9,118,33336.18,0
33945,17,26,25,6,2,8,1,8,169,47744.19,0
33961,6,26,20,9,3,5,2,5,60,16950.6,0
33975,17,26,10,12,4,6,3,6,77,21753.27,0
34038,8,26,23,10,4,9,2,9,134,37856.34,0
34088,33,26,8,9,3,7,2,7,156,44071.56,0
34129,2,26,2,12,4,8,3,8,83,23448.33,0
34137,40,26,23,12,4,8,3,8,140,39551.4,0
34221,35,26,27,2,1,9,4,8,102,28816.02,0
34224,21,26,20,5,2,10,1,10,189,53394.39,0
34365,37,26,13,2,1,7,4,6,156,44071.56,0
34446,13,26,4,6,2,9,1,9,76,21470.76,0
34536,4,26,19,4,2,8,4,7,39,11017.89,0
34603,40,26,8,1,1,9,3,8,67,18928.17,0
34680,26,26,3,6,2,8,1,8,161,45484.11,0
34831,10,26,25,9,3,10,2,10,173,48874.23,0
34849,37,26,9,2,1,9,4,8,152,42941.52,0
35090,37,26,1,7,3,5,1,5,97,27403.47,0
35121,32,26,18,11,4,8,3,8,93,26273.43,0
35161,39,26,11,11,4,9,3,9,172,48591.72,0
35170,37,26,5,7,3,6,1,6,195,55089.45,0
35253,9,26,29,3,1,10,4,9,97,27403.47,0
35296,12,26,23,12,4,6,3,6,192,54241.92,0
35372,31,26,10,4,2,10,4,9,14,3955.14,0
35433,20,26,18,6,2,9,1,9,160,45201.6,0
35466,8,26,26,4,2,7,4,6,150,42376.5,0
35485,38,26,26,9,3,8,2,8,145,40963.95,0
35531,2,26,3,8,3,10,2,10,85,24013.35,0
35548,6,26,24,7,3,10,1,10,169,47744.19,0
35605,33,26,6,11,4,8,3,8,113,31923.63,0
35623,15,26,26,8,3,6,2,6,179,50569.29,0
35680,38,26,22,11,4,7,3,7,126,35596.26,0
35730,21,26,26,6,2,8,1,8,146,41246.46,0
35902,37,26,30,10,4,7,2,7,180,50851.8,0
35985,31,26,10,1,1,8,3,7,121,34183.71,0
36000,7,26,27,10,4,5,2,5,182,51416.82,0
36166,6,26,19,2,1,5,4,4,197,55654.47,0
36258,28,26,8,3,1,6,4,5,146,41246.46,0
36293,1,26,10,4,2,9,4,8,153,43224.03,0
36343,36,26,25,9,3,5,2,5,166,46896.66,0
36408,3,26,2,6,2,7,1,7,38,10735.38,0
36416,36,26,12,2,1,9,4,8,110,31076.1,0
36430,16,26,23,6,2,5,1,5,59,16668.09,0
36444,6,26,14,6,2,5,1,5,36,10170.36,0
36580,33,26,26,3,1,6,4,5,59,16668.09,0
36710,18,26,15,10,4,6,2,6,55,15538.05,0
36855,37,26,23,9,3,9,2,9,111,31358.61,0
37014,36,26,19,3,1,9,4,8,20,5650.2,0
37023,26,26,15,5,2,7,1,7,149,42093.99,0
37056,1,26,9,9,3,10,2,10,57,16103.07,0
37074,14,26,20,9,3,9,2,9,93,26273.43,0
37157,11,26,23,1,1,6,3,5,62,17515.62,0
37214,7,26,19,3,1,5,4,4,128,36161.28,0
37272,40,26,19,10,4,8,2,8,128,36161.28,0
37323,24,26,25,2,1,9,4,8,141,39833.91,0
37396,15,26,22,8,3,5,2,5,60,16950.6,0
37507,38,26,22,2,1,10,4,9,130,36726.3,0
37587,17,26,21,6,2,10,1,10,147,41528.97,0
37608,1,26,16,8,3,5,2,5,90,25425.9,0
37639,19,26,21,4,2,5,4,4,122,34466.22,0
37713,30,26,20,10,4,9,2,9,53,14973.03,0
37766,20,26,25,2,1,8,4,7,113,31923.63,0
37863,33,26,7,12,4,5,3,5,177,50004.27,0
37955,5,26,22,2,1,10,4,9,116,32771.16,0
37969,8,26,3,6,2,7,1,7,92,25990.92,0
37990,27,26,7,2,1,8,4,7,102,28816.02,0
38005,11,26,2,1,1,6,3,5,181,51134.31,0
38010,5,26,28,1,1,8,3,7,126,35596.26,0
38065,1,26,9,6,2,5,1,5,13,3672.63,0
38123,38,26,20,11,4,9,3,9,162,45766.62,0
38133,19,26,18,7,3,8,1,8,101,28533.51,0
38368,34,26,3,9,3,5,2,5,122,34466.22,0
38439,34,26,26,5,2,8,1,8,143,40398.93,0
38511,18,26,9,5,2,9,1,9,36,10170.36,0
38533,16,26,19,2,1,7,4,6,19,5367.69,0
38590,2,26,20,2,1,7,4,6,21,5932.71,0
38801,33,26,1,1,1,5,3,4,144,40681.44,0
38810,5,26,20,12,4,5,3,5,54,15255.54,0
38935,8,26,12,7,3,8,1,8,61,17233.11,0
38992,25,26,5,7,3,6,1,6,114,32206.14,0
39075,16,26,25,6,2,7,1,7,88,24860.88,0
39137,6,26,5,2,1,7,4,6,186,52546.86,0
39185,22,26,9,9,3,7,2,7,26,7345.26,0
39251,5,26,7,10,4,7,2,7,125,35313.75,0
39564,38,26,17,1,1,5,3,4,199,56219.49,0
39700,33,26,10,10,4,8,2,8,19,5367.69,0
39820,16,26,6,6,2,6,1,6,127,35878.77,0
39910,13,26,30,11,4,8,3,8,49,13842.99,0
39996,8,26,2,4,2,5,4,4,185,52264.35,0
40320,9,26,12,11,4,9,3,9,42,11865.42,0
40409,22,26,19,6,2,8,1,8,156,44071.56,0
40489,16,26,27,1,1,9,3,8,39,11017.89,0
40498,27,26,13,9,3,6,2,6,96,27120.96,0
40499,36,26,14,7,3,8,1,8,188,53111.88,0
40666,5,26,3,1,1,5,3,4,94,26555.94,0
40681,32,26,24,2,1,5,4,4,63,17798.13,0
40846,20,26,24,3,1,7,4,6,68,19210.68,0
40867,6,26,8,10,4,10,2,10,37,10452.87,0
40992,25,26,9,5,2,7,1,7,47,13277.97,0
41046,31,26,9,5,2,8,1,8,27,7627.77,0
41109,8,26,28,11,4,7,3,7,194,54806.94,0
41204,11,26,28,8,3,5,2,5,117,33053.67,0
41286,34,26,12,6,2,5,1,5,33,9322.83,0
41325,34,26,25,11,4,8,3,8,152,42941.52,0
41352,11,26,10,6,2,6,1,6,194,54806.94,0
41420,28,26,23,8,3,6,2,6,25,7062.75,0
41551,39,26,20,7,3,9,1,9,192,54241.92,0
41559,31,26,20,1,1,5,3,4,130,36726.3,0
41598,36,26,24,6,2,9,1,9,60,16950.6,0
41695,34,26,21,5,2,9,1,9,87,24578.37,0
41732,11,26,11,7,3,7,1,7,160,45201.6,0
41785,1,26,29,11,4,6,3,6,59,16668.09,0
41913,39,26,30,1,1,10,3,9,80,22600.8,0
41924,36,26,29,10,4,8,2,8,143,40398.93,0
41925,26,26,24,1,1,10,3,9,133,37573.83,0
41995,6,26,5,10,4,7,2,7,157,44354.07,0
42096,20,26,30,1,1,9,3,8,156,44071.56,0
42149,1,26,13,7,3,8,1,8,15,4237.65,0
42157,38,26,25,3,1,10,4,9,65,18363.15,0
42410,16,26,15,2,1,7,4,6,169,47744.19,0
42591,1,26,14,9,3,8,2,8,194,54806.94,0
42760,37,26,14,2,1,10,4,9,39,11017.89,0
42802,8,26,1,3,1,9,4,8,90,25425.9,0
42905,17,26,21,11,4,7,3,7,200,56502.0,0
42987,25,26,6,7,3,5,1,5,189,53394.39,0
43032,23,26,21,5,2,9,1,9,140,39551.4,0
43102,3,26,19,8,3,8,2,8,151,42659.01,0
43171,13,26,14,8,3,7,2,7,180,50851.8,0
43226,9,26,17,2,1,10,4,9,41,11582.91,0
43289,20,26,8,1,1,5,3,4,21,5932.71,0
43458,24,26,2,7,3,8,1,8,86,24295.86,0
43522,13,26,1,6,2,7,1,7,20,5650.2,0
43532,8,26,13,9,3,7,2,7,106,29946.06,0
43541,16,26,15,3,1,6,4,5,139,39268.89,0
43573,9,26,21,2,1,5,4,4,106,29946.06,0
43706,27,26,23,2,1,7,4,6,70,19775.7,0
43825,35,26,6,7,3,6,1,6,37,10452.87,0
43861,12,26,8,6,2,9,1,9,106,29946.06,0
43872,33,26,28,2,1,6,4,5,14,3955.14,0
44225,12,26,21,4,2,5,4,4,188,53111.88,0
44237,18,26,4,8,3,9,2,9,89,25143.39,0
44356,11,26,21,12,4,9,3,9,98,27685.98,0
44404,19,26,15,6,2,8,1,8,163,46049.13,0
44450,9,26,25,5,2,7,1,7,181,51134.31,0
44474,37,26,25,4,2,6,4,5,100,28251.0,0
44664,37,26,21,12,4,5,3,5,74,20905.74,0
44707,27,26,28,10,4,7,2,7,117,33053.67,0
44803,20,26,29,12,4,9,3,9,188,53111.88,0
44806,40,26,31,1,1,9,3,8,156,44071.56,0
44944,3,26,6,12,4,8,3,8,95,26838.45,0
44975,31,26,25,7,3,5,1,5,115,32488.65,0
45251,31,26,21,9,3,8,2,8,189,53394.39,0
45452,39,26,26,5,2,6,1,6,131,31309.0,1
45588,33,26,17,11,4,5,3,5,62,17515.62,0
45617,40,26,30,10,4,9,2,9,146,41246.46,0
45666,8,26,8,4,2,8,4,7,91,25708.41,0
45674,21,26,30,11,4,6,3,6,88,24860.88,0
45723,39,26,6,8,3,5,2,5,104,29381.04,0
45726,12,26,17,3,1,6,4,5,192,54241.92,0
45806,6,26,15,7,3,7,1,7,200,56502.0,0
45944,17,26,24,1,1,8,3,7,171,48309.21,0
46085,30,26,5,2,1,9,4,8,25,7062.75,0
46111,17,26,19,12,4,6,3,6,72,20340.72,0
46163,8,26,27,7,3,5,1,5,84,23730.84,0
46169,32,26,10,2,1,8,4,7,130,36726.3,0
46171,26,26,20,11,4,5,3,5,82,23165.82,0
46230,26,26,7,8,3,6,2,6,174,49156.74,0
46345,2,26,28,1,1,7,3,6,177,50004.27,0
46404,9,26,16,5,2,8,1,8,31,8757.81,0
46447,38,26,2,7,3,8,1,8,119,33618.69,0
46458,28,26,1,2,1,7,4,6,91,25708.41,0
46465,40,26,24,11,4,6,3,6,39,11017.89,0
46539,3,26,19,3,1,9,4,8,76,21470.76,0
46551,32,26,12,9,3,8,2,8,141,39833.91,0
46563,12,26,20,7,3,5,1,5,112,31641.12,0
46580,21,26,31,5,2,7,1,7,44,12430.44,0
46590,30,26,7,9,3,6,2,6,55,15538.05,0
46665,29,26,11,5,2,8,1,8,132,37291.32,0
46925,11,26,23,8,3,10,2,10,183,51699.33,0
47022,29,26,5,1,1,8,3,7,178,50286.78,0
47040,36,26,29,12,4,8,3,8,140,39551.4,0
47141,12,26,25,7,3,7,1,7,53,14973.03,0
47170,12,26,3,12,4,10,3,10,141,39833.91,0
47260,32,26,3,10,4,10,2,10,67,18928.17,0
47294,32,26,14,3,1,9,4,8,150,42376.5,0
47324,21,26,11,10,4,5,2,5,52,14690.52,0
47336,23,26,3,5,2,9,1,9,112,31641.12,0
47343,23,26,3,5,2,7,1,7,46,12995.46,0
47532,5,26,11,6,2,5,1,5,117,33053.67,0
47725,23,26,3,1,1,6,3,5,42,11865.42,0
47758,19,26,18,3,1,8,4,7,56,15820.56,0
47909,38,26,15,12,4,7,3,7,144,40681.44,0
48053,6,26,23,9,3,8,2,8,149,42093.99,0
48241,38,26,12,7,3,6,1,6,137,38703.87,0
48244,11,26,6,4,2,6,4,5,31,8757.81,0
48593,19,26,29,6,2,5,1,5,118,33336.18,0
48635,26,26,8,2,1,6,4,5,144,40681.44,0
48750,9,26,5,6,2,10,1,10,60,16950.6,0
48760,18,26,16,5,2,9,1,9,52,14690.52,0
48825,11,26,6,9,3,7,2,7,191,53959.41,0
49072,28,26,11,9,3,5,2,5,48,13560.48,0
49216,14,26,21,8,3,8,2,8,80,22600.8,0
49258,12,26,4,5,2,9,1,9,53,14973.03,0
49324,10,26,1,12,4,6,3,6,93,26273.43,0
49415,38,26,20,2,1,5,4,4,82,23165.82,0
49566,36,26,20,2,1,6,4,5,151,42659.01,0
49590,27,26,27,3,1,5,4,4,135,38138.85,0
49720,40,26,27,1,1,10,3,9,171,48309.21,0
49724,3,26,22,4,2,8,4,7,199,56219.49,0
49754,17,26,2,9,3,8,2,8,162,45766.62,0
49773,22,26,5,8,3,6,2,6,35,9887.85,0
49971,11,26,6,1,1,8,3,7,63,17798.13,0
50049,1,26,25,6,2,8,1,8,123,34748.73,0
50107,21,26,5,11,4,8,3,8,118,33336.18,0
50219,39,26,24,11,4,8,3,8,120,33901.2,0
50233,31,26,20,7,3,10,1,10,178,50286.78,0
50291,36,26,28,6,2,8,1,8,67,18928.17,0
50377,9,26,16,6,2,8,1,8,96,27120.96,0
50464,5,26,18,11,4,6,3,6,105,29663.55,0
50487,40,26,10,9,3,9,2,9,75,21188.25,0
50615,22,26,14,9,3,8,2,8,135,38138.85,0
50617,36,26,13,5,2,6,1,6,39,11017.89,0
50628,5,26,9,5,2,10,1,10,118,33336.18,0
50645,33,26,20,2,1,6,4,5,159,44919.09,0
50662,24,26,22,9,3,5,2,5,167,47179.17,0
50776,11,26,29,8,3,9,2,9,147,41528.97,0
51074,8,26,12,5,2,6,1,6,80,22600.8,0
51143,24,26,31,10,4,5,2,5,131,37008.81,0
51183,29,26,8,11,4,6,3,6,189,53394.39,0
51250,26,26,27,6,2,8,1,8,58,16385.58,0
51422,14,26,28,9,3,9,2,9,139,39268.89,0
51474,7,26,20,8,3,9,2,9,50,14125.5,0
51536,20,26,5,12,4,9,3,9,188,53111.88,0
51657,10,26,20,10,4,7,2,7,152,42941.52,0
51670,15,26,25,9,3,10,2,10,176,49721.76,0
51691,12,26,14,4,2,10,4,9,98,27685.98,0
51761,15,26,21,7,3,8,1,8,62,17515.62,0
51983,35,26,14,10,4,6,2,6,39,11017.89,0
52000,12,26,15,3,1,5,4,4,190,53676.9,0
52024,37,26,7,6,2,6,1,6,24,6780.24,0
52114,34,26,24,12,4,5,3,5,155,43789.05,0
52222,17,26,3,6,2,6,1,6,172,48591.72,0
52233,25,26,6,1,1,6,3,5,124,35031.24,0
52349,5,26,2,2,1,6,4,5,106,29946.06,0
52434,14,26,30,4,2,9,4,8,168,47461.68,0
52668,30,26,30,6,2,8,1,8,12,3390.12,0
52806,27,26,13,1,1,6,3,5,37,10452.87,0
52861,14,26,24,7,3,10,1,10,62,17515.62,0
52872,22,26,1,2,1,8,4,7,178,50286.78,0
52903,14,26,2,9,3,6,2,6,156,44071.56,0
53024,21,26,13,3,1,9,4,8,131,37008.81,0
53056,35,26,8,3,1,8,4,7,41,11582.91,0
53073,16,26,22,8,3,6,2,6,187,52829.37,0
53160,20,26,20,10,4,9,2,9,74,20905.74,0
53206,32,26,4,5,2,6,1,6,22,6215.22,0
53326,39,26,2,5,2,7,1,7,94,26555.94,0
53343,40,26,16,6,2,5,1,5,193,54524.43,0
53374,36,26,24,1,1,8,3,7,118,33336.18,0
53434,23,26,17,7,3,6,1,6,54,15255.54,0
53454,17,26,28,1,1,7,3,6,30,8475.3,0
53512,15,26,27,6,2,5,1,5,41,11582.91,0
53530,20,26,7,8,3,9,2,9,146,41246.46,0
53537,12,26,20,4,2,5,4,4,95,26838.45,0
53571,9,26,18,3,1,5,4,4,50,14125.5,0
53672,20,26,4,3,1,7,4,6,50,14125.5,0
53691,35,26,18,4,2,10,4,9,198,55936.98,0
53769,5,26,4,2,1,10,4,9,50,14125.5,0
53790,18,26,18,7,3,9,1,9,51,14408.01,0
53802,9,26,25,8,3,7,2,7,163,46049.13,0
53863,20,26,31,5,2,6,1,6,30,8475.3,0
53917,29,26,1,6,2,6,1,6,92,25990.92,0
54030,34,26,10,1,1,10,3,9,25,7062.75,0
54036,3,26,30,8,3,6,2,6,139,39268.89,0
54050,27,26,14,7,3,7,1,7,147,41528.97,0
54177,25,26,24,8,3,8,2,8,145,40963.95,0
54204,21,26,27,10,4,9,2,9,185,52264.35,0
54271,32,26,9,11,4,6,3,6,73,20623.23,0
54337,26,26,25,7,3,9,1,9,33,9322.83,0
54355,23,26,1,4,2,8,4,7,130,36726.3,0
54423,11,26,11,11,4,8,3,8,24,6780.24,0
54479,13,26,16,11,4,7,3,7,176,49721.76,0
54577,3,26,9,4,2,10,4,9,141,39833.91,0
54691,1,26,21,11,4,5,3,5,191,53959.41,0
54705,22,26,23,9,3,6,2,6,43,12147.93,0
54821,39,26,13,2,1,8,4,7,41,11582.91,0
