invoiceid,custID,prodID,amt,qty,discounted,cal_month,cal_day,cal_year,cal_quarter,fiscal_quarter,fiscal_year
14093,40,40,357,104,0,01,15,7,1,3,06
14094,30,97,190,144,0,01,20,9,1,3,08
14094,30,91,371,28,0,01,20,9,1,3,08
14095,30,77,376,26,0,01,20,8,1,3,07
14095,30,75,275,152,0,01,20,8,1,3,07
14095,30,80,346,182,0,01,20,8,1,3,07
14096,30,46,386,196,0,01,20,7,1,3,06
14097,30,20,292,103,0,01,20,5,1,3,04
14097,30,86,236,101,0,01,20,5,1,3,04
14098,40,102,122,140,0,01,15,8,1,3,07
14099,40,73,398,74,0,01,15,9,1,3,08
14100,4,15,221,95,0,6,6,7,2,1,07
14101,4,69,346,152,0,07,16,8,3,1,08
14101,4,87,123,26,0,07,16,8,3,1,08
14101,4,12,202,22,0,07,16,8,3,1,08
14102,4,82,196,100,0,07,16,9,3,1,09
14103,13,71,219,109,0,2,3,10,1,4,09
14103,13,97,258,12,0,2,3,10,1,4,09
14103,13,63,150,179,0,2,3,10,1,4,09
14104,12,67,399,50,0,04,22,5,2,4,04
14104,12,70,336,87,0,04,22,5,2,4,04
14105,4,43,207,63,0,07,16,5,3,1,05
14105,4,74,254,39,0,07,16,5,3,1,05
14106,4,22,128,99,0,07,16,6,3,1,06
14106,4,50,232,110,0,07,16,6,3,1,06
14106,4,6,365,144,0,07,16,6,3,1,06
14106,4,75,281,75,0,07,16,6,3,1,06
14106,4,12,234,54,0,07,16,6,3,1,06
14106,4,14,333,169,0,07,16,6,3,1,06
14107,4,55,267,32,0,07,16,7,3,1,07
14107,4,81,332,140,0,07,16,7,3,1,07
14108,30,95,352,160,0,4,5,10,2,4,09
14109,30,34,219,101,0,04,22,9,2,4,08
14110,6,98,223,109,0,06,23,6,2,1,06
14111,17,16,188,52,0,10,18,10,4,2,10
14112,36,42,354,105,0,02,25,5,1,4,04
14112,36,17,310,41,0,02,25,5,1,4,04
14113,33,39,160,113,0,09,27,5,3,2,05
14114,4,52,179,177,0,5,11,9,2,1,09
14114,4,3,186,31,0,5,11,9,2,1,09
14115,33,87,124,129,0,09,27,7,3,2,07
14115,33,98,258,176,0,09,27,7,3,2,07
14116,16,18,322,73,0,10,1,8,4,2,08
14117,12,75,284,17,0,04,22,9,2,4,08
14117,12,1,163,164,0,04,22,9,2,4,08
14117,12,101,305,123,0,04,22,9,2,4,08
14118,9,88,195,147,0,12,22,8,4,3,08
14118,9,60,228,185,0,12,22,8,4,3,08
14118,9,20,320,18,0,12,22,8,4,3,08
14118,9,84,226,110,0,12,22,8,4,3,08
14118,9,85,153,11,0,12,22,8,4,3,08
14119,12,53,107,58,0,03,23,10,1,4,09
14120,9,69,149,198,0,12,22,5,4,3,05
14121,25,59,367,58,0,01,22,8,1,3,07
14122,16,33,303,49,0,10,1,6,4,2,06
14123,16,92,176,75,0,10,1,7,4,2,07
14123,16,98,339,61,0,10,1,7,4,2,07
14124,5,8,281,102,0,10,9,7,4,2,07
14124,5,96,174,189,0,10,9,7,4,2,07
14125,23,94,328,155,0,05,15,9,2,1,09
14125,23,82,218,155,0,05,15,9,2,1,09
14125,23,78,322,135,0,05,15,9,2,1,09
14125,23,88,250,52,0,05,15,9,2,1,09
14126,3,63,372,56,0,1,4,9,1,3,08
14127,21,89,278,193,0,01,15,8,1,3,07
14128,39,81,133,141,0,07,18,9,3,1,09
14129,1,63,145,128,0,02,27,10,1,4,09
14130,6,88,327,127,0,10,20,7,4,2,07
14131,11,89,267,153,0,05,24,10,2,1,10
14132,39,56,299,34,0,07,18,7,3,1,07
14132,39,75,155,91,0,07,18,7,3,1,07
14133,39,4,356,130,0,07,18,6,3,1,06
14133,39,91,291,66,0,07,18,6,3,1,06
14134,29,5,381,122,0,11,14,8,4,3,08
14135,7,20,184,185,0,12,31,6,4,3,06
14136,37,91,178,41,0,12,2,5,4,3,05
14137,33,24,122,62,0,8,1,10,3,2,10
14137,33,92,379,189,0,8,1,10,3,2,10
14138,37,58,220,49,0,10,23,7,4,2,07
14139,25,27,326,107,0,08,17,6,3,2,06
14139,25,96,124,57,0,08,17,6,3,2,06
14139,25,35,251,32,0,08,17,6,3,2,06
14140,37,26,154,57,0,11,27,6,4,3,06
14140,37,27,140,157,0,11,27,6,4,3,06
14141,10,4,147,194,0,05,20,6,2,1,06
14142,18,33,323,185,0,10,24,10,4,2,10
14142,18,29,387,10,0,10,24,10,4,2,10
14143,37,74,187,198,0,11,27,9,4,3,09
14143,37,40,379,26,0,11,27,9,4,3,09
14144,37,8,342,90,0,10,23,9,4,2,09
14144,37,65,392,82,0,10,23,9,4,2,09
14145,37,80,180,147,0,10,23,8,4,2,08
14145,37,69,177,33,0,10,23,8,4,2,08
14146,35,52,322,22,0,03,13,9,1,4,08
14146,35,39,377,149,0,03,13,9,1,4,08
14147,7,67,315,119,0,12,31,8,4,3,08
14148,3,70,359,129,0,4,12,6,2,4,05
14148,3,81,343,157,0,4,12,6,2,4,05
14149,3,52,152,154,0,4,12,7,2,4,06
14150,39,3,201,116,0,07,13,7,3,1,07
14151,12,25,322,51,0,09,24,9,3,2,09
14152,9,94,178,92,0,11,7,5,4,3,05
14152,9,12,340,105,0,11,7,5,4,3,05
14152,9,56,344,151,0,11,7,5,4,3,05
14153,9,56,381,36,0,11,7,6,4,3,06
14153,9,87,166,167,0,11,7,6,4,3,06
14153,9,34,188,17,0,11,7,6,4,3,06
14154,9,36,144,170,0,11,7,7,4,3,07
14155,9,51,138,196,0,11,7,8,4,3,08
14155,9,11,157,85,0,11,7,8,4,3,08
14156,6,40,394,36,0,6,7,10,2,1,10
14156,6,46,262,139,0,6,7,10,2,1,10
14157,5,57,239,106,0,10,9,5,4,2,05
14157,5,4,101,64,0,10,9,5,4,2,05
14158,10,75,223,92,0,5,9,10,2,1,10
14158,10,56,316,12,0,5,9,10,2,1,10
14158,10,60,340,150,0,5,9,10,2,1,10
14159,29,13,367,196,0,01,20,6,1,3,05
14160,29,30,152,36,0,4,1,8,2,4,07
14161,14,39,346,97,0,10,18,7,4,2,07
14162,16,89,299,22,0,8,7,6,3,2,06
14163,38,37,167,32,0,07,17,10,3,1,10
14164,19,1,336,20,0,1,11,8,1,3,07
14164,19,78,174,194,0,1,11,8,1,3,07
14165,19,5,229,198,0,1,11,9,1,3,08
14166,34,55,166,121,0,3,11,9,1,4,08
14166,34,43,212,156,0,3,11,9,1,4,08
14167,34,25,291,49,0,3,11,8,1,4,07
14167,34,17,341,159,0,3,11,8,1,4,07
14168,34,104,181,150,0,3,11,7,1,4,06
14168,34,70,115,35,0,3,11,7,1,4,06
14169,34,42,185,122,0,3,11,5,1,4,04
14170,19,23,122,21,0,1,11,7,1,3,06
14170,19,38,236,18,0,1,11,7,1,3,06
14171,1,77,385,177,0,12,14,6,4,3,06
14172,30,12,256,114,0,11,2,7,4,3,07
14173,16,97,271,108,0,05,15,9,2,1,09
14174,14,5,339,197,0,1,8,5,1,3,04
14174,14,97,328,86,0,1,8,5,1,3,04
14175,28,10,271,179,0,12,27,8,4,3,08
14175,28,85,275,168,0,12,27,8,4,3,08
14176,30,48,250,162,0,05,29,5,2,1,05
14176,30,85,317,50,0,05,29,5,2,1,05
14176,30,81,395,14,0,05,29,5,2,1,05
14177,14,68,262,119,0,1,8,9,1,3,08
14178,14,21,174,89,0,1,8,8,1,3,07
14179,28,92,290,112,0,12,27,7,4,3,07
14179,28,40,174,62,0,12,27,7,4,3,07
14180,30,15,130,62,0,05,29,9,2,1,09
14181,16,77,240,17,0,05,15,7,2,1,07
14181,16,50,191,27,0,05,15,7,2,1,07
14181,16,54,342,170,0,05,15,7,2,1,07
14182,16,52,395,27,0,05,15,6,2,1,06
14182,16,83,371,154,0,05,15,6,2,1,06
14183,30,17,204,42,0,11,2,8,4,3,08
14184,4,15,262,168,0,10,28,9,4,2,09
14185,4,99,397,83,0,10,28,8,4,2,08
14185,4,16,286,86,0,10,28,8,4,2,08
14186,10,26,197,84,0,12,1,10,4,3,10
14187,31,93,171,32,0,5,12,9,2,1,09
14188,31,30,112,197,0,5,12,7,2,1,07
14189,34,13,392,39,0,11,16,5,4,3,05
14189,34,105,299,157,0,11,16,5,4,3,05
14190,31,96,382,128,0,5,12,5,2,1,05
14191,4,19,353,26,0,10,28,7,4,2,07
14191,4,78,169,10,0,10,28,7,4,2,07
14192,4,60,187,155,0,10,28,6,4,2,06
14193,4,4,118,168,0,10,28,5,4,2,05
14193,4,57,288,75,0,10,28,5,4,2,05
14194,24,104,331,153,0,03,31,6,1,4,05
14194,24,5,342,45,0,03,31,6,1,4,05
14195,24,19,112,183,0,03,31,7,1,4,06
14195,24,57,349,126,0,03,31,7,1,4,06
14196,24,76,162,198,0,03,31,8,1,4,07
14196,24,29,400,164,0,03,31,8,1,4,07
14197,24,1,116,141,0,03,31,9,1,4,08
14197,24,87,213,95,0,03,31,9,1,4,08
14197,24,17,374,77,0,03,31,9,1,4,08
14198,23,65,345,99,0,10,9,7,4,2,07
14198,23,73,138,74,0,10,9,7,4,2,07
14199,5,88,201,160,0,06,20,7,2,1,07
14200,11,89,370,126,0,09,17,8,3,2,08
14200,11,67,385,42,0,09,17,8,3,2,08
14200,11,15,268,103,0,09,17,8,3,2,08
14200,11,59,174,106,0,09,17,8,3,2,08
14201,5,86,183,130,0,06,20,5,2,1,05
14202,10,94,109,58,0,06,14,8,2,1,08
14202,10,76,143,130,0,06,14,8,2,1,08
14203,23,4,170,69,0,2,12,6,1,4,05
14203,23,71,370,53,0,2,12,6,1,4,05
14204,10,100,172,89,0,06,14,6,2,1,06
14205,23,85,285,186,0,2,12,5,1,4,04
14206,1,16,281,121,0,2,7,6,1,4,05
14206,1,82,198,23,0,2,7,6,1,4,05
14207,1,30,298,72,0,2,7,7,1,4,06
14208,29,66,315,141,0,10,17,6,4,2,06
14209,12,26,176,126,0,07,18,8,3,1,08
14210,12,30,141,104,0,07,18,9,3,1,09
14211,19,21,138,118,0,01,19,10,1,3,09
14212,12,22,398,128,0,07,18,5,3,1,05
14213,12,72,138,142,0,07,18,6,3,1,06
14213,12,34,130,50,0,07,18,6,3,1,06
14213,12,8,239,48,0,07,18,6,3,1,06
14214,12,73,317,185,0,07,18,7,3,1,07
14215,19,15,314,23,0,3,10,5,1,4,04
14216,4,42,117,32,0,03,16,5,1,4,04
14217,19,97,337,134,0,3,10,7,1,4,06
14217,19,29,241,186,0,3,10,7,1,4,06
14217,19,81,378,90,0,3,10,7,1,4,06
14218,4,83,134,92,0,03,16,7,1,4,06
14219,6,30,138,147,0,10,9,9,4,2,09
14220,4,22,165,163,0,03,16,8,1,4,07
14220,4,15,164,16,0,03,16,8,1,4,07
14221,10,77,383,25,0,09,25,5,3,2,05
14222,5,76,218,38,0,03,31,8,1,4,07
14223,5,2,371,26,0,03,31,9,1,4,08
14224,10,43,384,62,0,09,25,8,3,2,08
14225,5,100,290,32,0,03,31,7,1,4,06
14226,5,67,338,115,0,03,31,5,1,4,04
14226,5,77,238,200,0,03,31,5,1,4,04
14226,5,78,129,131,0,03,31,5,1,4,04
14227,5,60,223,52,0,10,9,8,4,2,08
14227,5,54,356,171,0,10,9,8,4,2,08
14227,5,34,180,122,0,10,9,8,4,2,08
14228,22,37,309,54,0,03,25,10,1,4,09
14228,22,17,103,136,0,03,25,10,1,4,09
14229,1,71,392,192,0,02,19,5,1,4,04
14230,32,64,383,197,0,05,22,7,2,1,07
14230,32,3,370,96,0,05,22,7,2,1,07
14230,32,51,342,186,0,05,22,7,2,1,07
14231,21,53,202,109,0,4,9,8,2,4,07
14231,21,46,298,96,0,4,9,8,2,4,07
14232,23,20,332,132,0,12,24,9,4,3,09
14233,1,3,275,189,0,02,19,8,1,4,07
14234,20,69,278,109,0,5,10,9,2,1,09
14235,20,68,391,61,0,5,10,8,2,1,08
14236,5,101,111,51,0,06,17,10,2,1,10
14236,5,12,186,108,0,06,17,10,2,1,10
14236,5,81,172,91,0,06,17,10,2,1,10
14237,38,86,133,44,0,08,25,10,3,2,10
14237,38,64,248,32,0,08,25,10,3,2,10
14238,11,34,180,115,0,09,17,7,3,2,07
14238,11,74,336,169,0,09,17,7,3,2,07
14239,20,45,212,105,0,5,10,7,2,1,07
14240,20,69,334,24,0,5,10,6,2,1,06
14241,20,18,101,73,0,5,10,5,2,1,05
14241,20,91,338,115,0,5,10,5,2,1,05
14242,29,104,311,22,0,1,11,7,1,3,06
14243,29,48,211,195,0,1,11,6,1,3,05
14243,29,71,317,164,0,1,11,6,1,3,05
14243,29,74,357,158,0,1,11,6,1,3,05
14244,33,99,156,171,0,03,16,7,1,4,06
14244,33,94,150,12,0,03,16,7,1,4,06
14245,35,5,257,95,0,05,15,5,2,1,05
14245,35,80,137,179,0,05,15,5,2,1,05
14246,35,52,101,16,0,05,15,6,2,1,06
14247,35,93,301,51,0,05,15,8,2,1,08
14247,35,27,104,93,0,05,15,8,2,1,08
14248,33,69,254,24,0,03,16,8,1,4,07
14249,29,25,381,170,0,1,11,9,1,3,08
14249,29,51,112,107,0,1,11,9,1,3,08
14250,24,63,284,164,0,05,13,6,2,1,06
14250,24,79,397,71,0,05,13,6,2,1,06
14250,24,37,253,74,0,05,13,6,2,1,06
14251,24,105,246,172,0,05,13,7,2,1,07
14251,24,7,157,198,0,05,13,7,2,1,07
14251,24,10,157,59,0,05,13,7,2,1,07
14251,24,8,355,118,0,05,13,7,2,1,07
14252,4,13,310,91,0,2,6,9,1,4,08
14252,4,39,385,102,0,2,6,9,1,4,08
14252,4,18,361,106,0,2,6,9,1,4,08
14253,24,71,340,183,0,05,13,9,2,1,09
14254,8,69,245,168,0,02,28,10,1,4,09
14255,10,24,160,147,0,02,27,6,1,4,05
14256,30,61,107,131,0,5,3,10,2,1,10
14257,13,37,381,41,0,6,7,8,2,1,08
14258,13,5,307,148,0,6,7,9,2,1,09
14259,2,58,278,149,0,05,13,5,2,1,05
14260,26,85,257,72,0,01,29,7,1,3,06
14260,26,22,161,24,0,01,29,7,1,3,06
14260,26,103,194,161,0,01,29,7,1,3,06
14261,2,59,220,123,0,05,13,7,2,1,07
14262,2,1,187,63,0,05,13,6,2,1,06
14262,2,63,369,90,0,05,13,6,2,1,06
14263,2,95,368,121,0,05,13,9,2,1,09
14264,2,33,318,66,0,05,13,8,2,1,08
14264,2,75,340,131,0,05,13,8,2,1,08
14265,13,37,256,92,0,6,7,6,2,1,06
14266,13,4,306,146,0,6,7,7,2,1,07
14266,13,101,386,75,0,6,7,7,2,1,07
14267,39,22,355,101,0,09,14,10,3,2,10
14267,39,30,391,196,0,09,14,10,3,2,10
14268,39,77,111,93,0,3,12,8,1,4,07
14268,39,101,352,101,0,3,12,8,1,4,07
14269,5,69,286,188,0,10,27,10,4,2,10
14270,1,94,259,108,0,02,19,7,1,4,06
14271,12,56,381,93,0,10,1,10,4,2,10
14272,30,94,101,123,0,01,29,8,1,3,07
14272,30,42,232,32,0,01,29,8,1,3,07
14272,30,29,344,34,0,01,29,8,1,3,07
14273,30,23,165,35,0,01,29,7,1,3,06
14274,16,4,364,45,0,01,15,7,1,3,06
14274,16,55,223,48,0,01,15,7,1,3,06
14275,16,91,121,147,0,01,15,6,1,3,05
14275,16,49,385,77,0,01,15,6,1,3,05
14276,16,1,219,40,0,01,15,5,1,3,04
14276,16,62,325,29,0,01,15,5,1,3,04
14276,16,55,326,158,0,01,15,5,1,3,04
14277,17,90,397,140,0,06,18,10,2,1,10
14277,17,81,263,55,0,06,18,10,2,1,10
14278,11,75,139,101,0,06,13,9,2,1,09
14279,39,77,165,77,0,02,23,10,1,4,09
14280,11,80,111,166,0,06,13,5,2,1,05
14281,39,12,163,65,0,1,7,5,1,3,04
14281,39,57,244,38,0,1,7,5,1,3,04
14281,39,17,124,55,0,1,7,5,1,3,04
14282,11,89,234,55,0,06,13,6,2,1,06
14283,19,1,240,73,0,05,14,6,2,1,06
14284,16,57,228,181,0,01,15,8,1,3,07
14284,16,82,128,95,0,01,15,8,1,3,07
14285,17,44,317,134,0,6,8,9,2,1,09
14286,17,63,107,131,0,6,8,8,2,1,08
14287,10,4,217,124,0,11,30,7,4,3,07
14287,10,8,341,176,0,11,30,7,4,3,07
14287,10,55,223,195,0,11,30,7,4,3,07
14288,10,79,114,109,0,11,30,6,4,3,06
14288,10,3,390,28,0,11,30,6,4,3,06
14289,10,62,310,189,0,11,30,5,4,3,05
14289,10,26,222,25,0,11,30,5,4,3,05
14289,10,36,343,89,0,11,30,5,4,3,05
14290,18,75,287,200,0,8,6,6,3,2,06
14291,10,29,308,56,0,11,30,9,4,3,09
14292,10,5,387,28,0,11,30,8,4,3,08
14292,10,69,371,158,0,11,30,8,4,3,08
14293,17,11,177,12,0,6,8,7,2,1,07
14294,17,99,337,166,0,6,8,6,2,1,06
14294,17,41,351,112,0,6,8,6,2,1,06
14294,17,70,392,29,0,6,8,6,2,1,06
14295,17,17,202,57,0,6,8,5,2,1,05
14296,7,56,221,165,0,2,1,8,1,4,07
14296,7,74,134,174,0,2,1,8,1,4,07
14296,7,48,347,131,0,2,1,8,1,4,07
14297,7,88,107,86,0,2,1,9,1,4,08
14298,27,6,305,54,0,05,27,7,2,1,07
14299,39,20,297,84,0,1,7,8,1,3,07
14300,24,101,210,183,0,4,12,5,2,4,04
14300,24,77,110,128,0,4,12,5,2,4,04
14301,34,16,199,28,0,09,18,6,3,2,06
14301,34,29,189,103,0,09,18,6,3,2,06
14302,15,81,146,191,0,09,22,5,3,2,05
14303,15,37,283,38,0,09,22,6,3,2,06
14303,15,57,317,63,0,09,22,6,3,2,06
14304,15,37,352,177,0,09,22,7,3,2,07
14304,15,104,143,184,0,09,22,7,3,2,07
14304,15,26,362,138,0,09,22,7,3,2,07
14305,7,19,382,163,0,05,14,5,2,1,05
14306,1,10,141,97,0,2,3,5,1,4,04
14306,1,23,319,58,0,2,3,5,1,4,04
14307,7,39,241,147,0,05,14,7,2,1,07
14308,7,23,139,53,0,05,14,6,2,1,06
14308,7,16,392,106,0,05,14,6,2,1,06
14309,12,2,164,163,0,8,12,9,3,2,09
14310,7,41,270,117,0,05,14,8,2,1,08
14310,7,34,366,147,0,05,14,8,2,1,08
14310,7,93,165,21,0,05,14,8,2,1,08
14310,7,83,129,40,0,05,14,8,2,1,08
14311,18,24,217,157,0,06,24,10,2,1,10
14311,18,19,102,76,0,06,24,10,2,1,10
14312,3,56,342,102,0,12,9,8,4,3,08
14312,3,89,281,95,0,12,9,8,4,3,08
14313,3,77,157,94,0,1,10,10,1,3,09
14313,3,99,215,93,0,1,10,10,1,3,09
14313,3,28,167,114,0,1,10,10,1,3,09
14313,3,57,210,160,0,1,10,10,1,3,09
14314,32,65,155,180,0,11,13,6,4,3,06
14315,32,102,352,77,0,11,13,7,4,3,07
14315,32,25,222,160,0,11,13,7,4,3,07
14315,32,81,338,65,0,11,13,7,4,3,07
14316,10,3,136,106,0,10,21,9,4,2,09
14317,28,28,178,145,0,08,25,8,3,2,08
14318,27,89,270,166,0,05,27,8,2,1,08
14318,27,62,399,90,0,05,27,8,2,1,08
14319,9,52,308,98,0,1,3,6,1,3,05
14320,3,46,273,135,0,3,5,5,1,4,04
14321,3,7,110,90,0,3,5,7,1,4,06
14322,3,81,354,48,0,3,5,6,1,4,05
14322,3,19,308,75,0,3,5,6,1,4,05
14323,3,20,212,196,0,3,5,9,1,4,08
14323,3,95,292,139,0,3,5,9,1,4,08
14324,7,10,117,70,0,11,7,6,4,3,06
14325,26,35,287,137,0,11,27,8,4,3,08
14325,26,14,250,77,0,11,27,8,4,3,08
14325,26,77,142,131,0,11,27,8,4,3,08
14325,26,105,335,113,0,11,27,8,4,3,08
14325,26,59,235,149,0,11,27,8,4,3,08
14326,26,86,172,150,0,11,27,9,4,3,09
14327,32,72,150,178,0,10,26,7,4,2,07
14328,30,100,321,10,0,3,5,7,1,4,06
14329,27,88,373,44,0,10,27,10,4,2,10
14330,13,88,111,11,0,11,21,7,4,3,07
14330,13,59,213,18,0,11,21,7,4,3,07
14331,22,82,312,43,0,03,15,6,1,4,05
14331,22,53,164,131,0,03,15,6,1,4,05
14331,22,101,274,70,0,03,15,6,1,4,05
14332,22,32,365,36,0,03,15,7,1,4,06
14332,22,83,101,43,0,03,15,7,1,4,06
14333,22,43,147,64,0,03,15,8,1,4,07
14333,22,30,177,39,0,03,15,8,1,4,07
14334,36,97,333,149,0,11,23,8,4,3,08
14334,36,66,172,178,0,11,23,8,4,3,08
14335,6,77,393,42,0,03,24,8,1,4,07
14335,6,38,358,82,0,03,24,8,1,4,07
14336,18,75,223,50,0,10,18,5,4,2,05
14336,18,24,117,85,0,10,18,5,4,2,05
14337,32,65,144,121,0,2,11,6,1,4,05
14338,16,22,300,178,0,2,8,10,1,4,09
14339,36,56,303,180,0,11,23,5,4,3,05
14339,36,67,361,37,0,11,23,5,4,3,05
14339,36,72,286,26,0,11,23,5,4,3,05
14340,6,85,299,109,0,03,24,7,1,4,06
14340,6,15,165,20,0,03,24,7,1,4,06
14340,6,27,156,98,0,03,24,7,1,4,06
14340,6,29,348,184,0,03,24,7,1,4,06
14340,6,43,309,194,0,03,24,7,1,4,06
14340,6,8,355,125,0,03,24,7,1,4,06
14341,6,45,359,174,0,03,24,6,1,4,05
14341,6,8,346,124,0,03,24,6,1,4,05
14342,28,26,218,147,0,10,10,10,4,2,10
14342,28,35,351,39,0,10,10,10,4,2,10
14342,28,55,118,179,0,10,10,10,4,2,10
14343,7,48,259,145,0,11,7,9,4,3,09
14344,28,2,379,21,0,08,18,8,3,2,08
14344,28,67,144,103,0,08,18,8,3,2,08
14345,6,1,390,116,0,10,20,8,4,2,08
14345,6,38,323,15,0,10,20,8,4,2,08
14346,28,14,269,188,0,08,18,6,3,2,06
14346,28,47,339,110,0,08,18,6,3,2,06
14347,13,76,183,12,0,8,12,5,3,2,05
14348,12,31,219,170,0,6,9,10,2,1,10
14349,2,87,252,76,0,09,13,9,3,2,09
14350,2,70,245,101,0,09,13,8,3,2,08
14351,16,2,157,179,0,03,21,6,1,4,05
14351,16,48,362,127,0,03,21,6,1,4,05
14352,16,66,158,81,0,03,21,7,1,4,06
14353,38,42,162,48,0,08,19,8,3,2,08
14353,38,39,132,52,0,08,19,8,3,2,08
14353,38,95,117,137,0,08,19,8,3,2,08
14354,38,80,106,157,0,08,19,9,3,2,09
14355,8,62,320,200,0,9,6,10,3,2,10
14355,8,101,171,167,0,9,6,10,3,2,10
14355,8,20,294,15,0,9,6,10,3,2,10
14356,28,59,141,198,0,5,7,9,2,1,09
14357,12,56,291,184,0,06,14,8,2,1,08
14357,12,71,172,168,0,06,14,8,2,1,08
14358,15,47,178,113,0,1,6,7,1,3,06
14359,38,20,153,200,0,08,19,5,3,2,05
14360,38,61,195,192,0,08,19,6,3,2,06
14361,25,86,344,20,0,2,12,7,1,4,06
14362,8,55,255,185,0,5,6,6,2,1,06
14362,8,90,170,10,0,5,6,6,2,1,06
14363,8,12,276,191,0,5,6,5,2,1,05
14363,8,9,274,167,0,5,6,5,2,1,05
14363,8,75,322,155,0,5,6,5,2,1,05
14364,31,27,167,133,0,11,14,8,4,3,08
14364,31,4,226,176,0,11,14,8,4,3,08
14365,10,12,238,187,0,1,7,9,1,3,08
14366,5,69,190,185,0,10,7,8,4,2,08
14367,34,42,288,132,0,10,19,5,4,2,05
14367,34,90,265,151,0,10,19,5,4,2,05
14368,10,57,250,115,0,1,7,5,1,3,04
14369,34,96,111,19,0,10,19,7,4,2,07
14369,34,10,394,171,0,10,19,7,4,2,07
14370,10,20,228,22,0,1,7,7,1,3,06
14370,10,75,262,186,0,1,7,7,1,3,06
14371,8,51,103,92,0,5,6,9,2,1,09
14372,8,15,237,97,0,5,6,8,2,1,08
14373,21,13,231,72,0,12,20,7,4,3,07
14373,21,63,229,192,0,12,20,7,4,3,07
14374,5,103,372,95,0,7,5,10,3,1,10
14375,12,81,336,182,0,09,23,5,3,2,05
14376,35,105,333,79,0,05,21,10,2,1,10
14376,35,55,223,138,0,05,21,10,2,1,10
14377,6,78,202,66,0,11,15,8,4,3,08
14378,9,16,152,78,0,11,15,7,4,3,07
14379,9,34,296,102,0,11,15,6,4,3,06
14379,9,30,135,30,0,11,15,6,4,3,06
14380,37,38,134,193,0,1,1,10,1,3,09
14380,37,99,267,21,0,1,1,10,1,3,09
14381,22,31,135,21,0,03,20,8,1,4,07
14382,9,35,398,155,0,11,15,9,4,3,09
14383,15,104,202,171,0,12,13,8,4,3,08
14383,15,3,176,180,0,12,13,8,4,3,08
14384,26,89,201,131,0,01,27,7,1,3,06
14384,26,84,176,161,0,01,27,7,1,3,06
14385,3,50,345,162,0,3,12,9,1,4,08
14386,15,8,161,169,0,12,13,6,4,3,06
14387,15,74,297,48,0,12,13,7,4,3,07
14387,15,97,387,41,0,12,13,7,4,3,07
14387,15,61,379,34,0,12,13,7,4,3,07
14388,7,99,160,159,0,2,5,5,1,4,04
14388,7,39,394,61,0,2,5,5,1,4,04
14388,7,95,365,109,0,2,5,5,1,4,04
14389,7,73,116,187,0,2,5,6,1,4,05
14390,21,55,161,156,0,03,21,5,1,4,04
14391,33,50,283,155,0,06,13,5,2,1,05
14392,11,35,377,21,0,01,13,10,1,3,09
14392,11,31,388,17,0,01,13,10,1,3,09
14392,11,37,358,119,0,01,13,10,1,3,09
14393,2,41,101,99,0,11,5,10,4,3,10
14394,12,9,100,125,0,12,4,10,4,3,10
14395,33,41,157,186,0,07,20,10,3,1,10
14395,33,43,326,89,0,07,20,10,3,1,10
14396,25,74,237,68,0,03,23,10,1,4,09
14396,25,100,254,146,0,03,23,10,1,4,09
14397,2,100,143,18,0,2,7,5,1,4,04
14398,3,36,325,24,0,3,9,8,1,4,07
14398,3,96,128,154,0,3,9,8,1,4,07
14399,2,2,384,90,0,2,7,6,1,4,05
14400,2,66,189,118,0,2,7,9,1,4,08
14401,38,94,382,83,0,10,16,10,4,2,10
14401,38,86,311,126,0,10,16,10,4,2,10
14402,3,29,267,94,0,3,9,7,1,4,06
14402,3,25,241,42,0,3,9,7,1,4,06
14402,3,59,208,18,0,3,9,7,1,4,06
14403,3,34,371,108,0,3,9,6,1,4,05
14404,20,8,245,179,0,10,10,7,4,2,07
14405,7,81,357,68,0,03,14,10,1,4,09
14406,33,47,297,92,0,08,16,10,3,2,10
14406,33,28,295,83,0,08,16,10,3,2,10
14406,33,78,364,27,0,08,16,10,3,2,10
14407,24,74,184,194,0,08,16,8,3,2,08
14408,22,96,312,184,0,07,15,6,3,1,06
14409,22,3,383,176,0,07,15,7,3,1,07
14410,13,99,121,88,0,10,12,5,4,2,05
14411,5,102,280,183,0,11,3,8,4,3,08
14411,5,99,201,126,0,11,3,8,4,3,08
14412,13,94,304,26,0,10,12,7,4,2,07
14413,13,102,393,167,0,10,12,6,4,2,06
14413,13,33,234,39,0,10,12,6,4,2,06
14414,32,101,342,37,0,07,19,6,3,1,06
14414,32,82,356,199,0,07,19,6,3,1,06
14415,10,62,321,58,0,4,2,6,2,4,05
14416,13,58,319,45,0,10,12,9,4,2,09
14417,13,67,230,11,0,10,12,8,4,2,08
14418,36,9,161,75,0,02,20,10,1,4,09
14418,36,93,184,145,0,02,20,10,1,4,09
14419,6,39,353,164,0,5,2,5,2,1,05
14419,6,25,370,188,0,5,2,5,2,1,05
14419,6,98,356,60,0,5,2,5,2,1,05
14419,6,80,275,28,0,5,2,5,2,1,05
14420,1,67,274,22,0,8,7,10,3,2,10
14420,1,46,208,134,0,8,7,10,3,2,10
14421,6,99,330,10,0,03,30,9,1,4,08
14422,13,33,122,16,0,12,7,5,4,3,05
14422,13,27,265,107,0,12,7,5,4,3,05
14422,13,78,388,120,0,12,7,5,4,3,05
14423,31,44,209,104,0,04,15,6,2,4,05
